States,Year,Quarter,District,Registered_User_Counts
Uttar Pradesh,2019,2,Agra District,461224
Uttar Pradesh,2019,2,Fatehpur District,83992
Uttar Pradesh,2019,2,Rae Bareli District,107073
Uttar Pradesh,2019,2,Firozabad District,137236
Uttar Pradesh,2019,2,Kheri District,158463
Uttar Pradesh,2019,2,Gorakhpur District,387961
Uttar Pradesh,2019,2,Unnao District,110987
Uttar Pradesh,2019,2,Prayagraj District,602739
Uttar Pradesh,2019,2,Sonbhadra District,120480
Uttar Pradesh,2019,2,Ghazipur District,213624
Uttar Pradesh,2019,2,Farrukhabad District,85295
Uttar Pradesh,2019,2,Kannauj District,72533
Uttar Pradesh,2019,2,Azamgarh District,235609
Uttar Pradesh,2019,2,Ayodhya District,156282
Uttar Pradesh,2019,2,Deoria District,199594
Uttar Pradesh,2019,2,Ghaziabad District,975605
Uttar Pradesh,2019,3,Amethi District,105040
Uttar Pradesh,2019,3,Siddharthnagar District,99879
Uttar Pradesh,2019,3,Auraiya District,81392
Uttar Pradesh,2019,3,Sambhal District,80158
Uttar Pradesh,2019,3,Kanpur Nagar District,655175
Uttar Pradesh,2019,3,Aligarh District,301404
Uttar Pradesh,2019,3,Mahoba District,42896
Uttar Pradesh,2019,3,Lucknow District,1124832
Uttar Pradesh,2019,3,Sant Kabeer Nagar District,81569
Uttar Pradesh,2019,3,Hathras District,96057
Uttar Pradesh,2019,3,Budaun District,104296
Uttar Pradesh,2019,3,Moradabad District,198184
Uttar Pradesh,2019,3,Kushinagar District,228387
Uttar Pradesh,2019,3,Baghpat District,106317
Uttar Pradesh,2019,3,Shahjahanpur District,131285
Uttar Pradesh,2019,3,Muzaffarnagar District,195954
Uttar Pradesh,2019,3,Ambedkar Nagar District,134984
Uttar Pradesh,2019,3,Bahraich District,90019
Uttar Pradesh,2019,3,Jalaun District,103258
Uttar Pradesh,2019,3,Rampur District,102150
Uttar Pradesh,2019,3,Ballia District,220174
Uttar Pradesh,2019,3,Shravasti District,21992
Uttar Pradesh,2019,3,Kasganj District,63472
Uttar Pradesh,2019,3,Varanasi District,639586
Uttar Pradesh,2019,3,Gautam Buddha Nagar District,1415905
Uttar Pradesh,2019,3,Basti District,142135
Uttar Pradesh,2019,3,Shamli District,80923
Uttar Pradesh,2019,3,Maharajganj District,148207
Uttar Pradesh,2019,3,Etawah District,107062
Uttar Pradesh,2019,3,Etah District,86419
Uttar Pradesh,2019,3,Banda District,66504
Uttar Pradesh,2019,3,Bijnor District,189782
Uttar Pradesh,2019,3,Hardoi District,126364
Uttar Pradesh,2019,3,Balrampur District,59530
Uttar Pradesh,2019,3,Amroha District,101730
Uttar Pradesh,2019,3,Pilibhit District,98268
Uttar Pradesh,2019,3,Mainpuri District,101932
Uttar Pradesh,2019,3,Kanpur Dehat District,74296
Uttar Pradesh,2019,3,Jaunpur District,294998
Uttar Pradesh,2019,3,Kaushambi District,49359
Uttar Pradesh,2019,3,Hapur District,130436
Uttar Pradesh,2019,3,Hamirpur District,56997
Uttar Pradesh,2019,3,Meerut District,408972
Uttar Pradesh,2019,3,Mathura District,268573
Uttar Pradesh,2019,3,Chitrakoot District,38341
Uttar Pradesh,2019,3,Lalitpur District,66906
Uttar Pradesh,2019,3,Mau District,132663
Uttar Pradesh,2019,3,Mirzapur District,146634
Uttar Pradesh,2019,3,Bulandshahr District,230896
Uttar Pradesh,2019,3,Gonda District,132341
Uttar Pradesh,2019,3,Jhansi District,227191
Uttar Pradesh,2019,3,Chandauli District,136786
Uttar Pradesh,2019,3,Bhadohi District,102914
Uttar Pradesh,2019,3,Pratapgarh District,159596
Uttar Pradesh,2019,3,Saharanpur District,259929
Uttar Pradesh,2019,3,Bara Banki District,125166
Uttar Pradesh,2019,3,Bareilly District,356146
Uttar Pradesh,2019,3,Sitapur District,166391
Uttar Pradesh,2019,3,Sultanpur District,137062
Uttar Pradesh,2019,3,Agra District,530228
Uttar Pradesh,2019,3,Fatehpur District,94067
Uttar Pradesh,2019,3,Rae Bareli District,119176
Uttar Pradesh,2019,3,Firozabad District,161983
Uttar Pradesh,2019,3,Kheri District,180345
Uttar Pradesh,2019,3,Gorakhpur District,434172
Uttar Pradesh,2019,3,Unnao District,125933
Uttar Pradesh,2019,3,Prayagraj District,667277
Uttar Pradesh,2019,3,Sonbhadra District,131881
Uttar Pradesh,2019,3,Ghazipur District,236041
Uttar Pradesh,2019,3,Farrukhabad District,97522
Uttar Pradesh,2019,3,Kannauj District,83346
Uttar Pradesh,2019,3,Azamgarh District,261840
Uttar Pradesh,2019,3,Ayodhya District,173259
Uttar Pradesh,2019,3,Deoria District,223155
Uttar Pradesh,2019,3,Ghaziabad District,1088568
Uttar Pradesh,2019,4,Amethi District,119989
Uttar Pradesh,2019,4,Siddharthnagar District,114847
Uttar Pradesh,2019,4,Auraiya District,93568
Uttar Pradesh,2019,4,Sambhal District,91975
Uttar Pradesh,2019,4,Kanpur Nagar District,718251
Uttar Pradesh,2019,4,Aligarh District,341948
Uttar Pradesh,2019,4,Mahoba District,48561
Uttar Pradesh,2019,4,Lucknow District,1221681
Uttar Pradesh,2019,4,Sant Kabeer Nagar District,92544
Uttar Pradesh,2019,4,Hathras District,110768
Uttar Pradesh,2019,4,Budaun District,120524
Uttar Pradesh,2019,4,Moradabad District,224285
Uttar Pradesh,2019,4,Kushinagar District,259562
Uttar Pradesh,2019,4,Baghpat District,121201
Uttar Pradesh,2019,4,Shahjahanpur District,148797
Uttar Pradesh,2019,4,Muzaffarnagar District,220338
Uttar Pradesh,2019,4,Ambedkar Nagar District,152821
Uttar Pradesh,2019,4,Bahraich District,102918
Uttar Pradesh,2019,4,Jalaun District,116051
Uttar Pradesh,2019,4,Rampur District,115637
Uttar Pradesh,2019,4,Ballia District,248506
Uttar Pradesh,2019,4,Shravasti District,25490
Uttar Pradesh,2019,4,Kasganj District,73208
Uttar Pradesh,2019,4,Varanasi District,706509
Uttar Pradesh,2019,4,Gautam Buddha Nagar District,1537791
Uttar Pradesh,2019,4,Basti District,160858
Uttar Pradesh,2019,4,Shamli District,91706
Uttar Pradesh,2019,4,Maharajganj District,167678
Uttar Pradesh,2019,4,Etawah District,121909
Uttar Pradesh,2019,4,Etah District,100034
Uttar Pradesh,2019,4,Banda District,75355
Uttar Pradesh,2019,4,Bijnor District,215311
Uttar Pradesh,2019,4,Hardoi District,145034
Uttar Pradesh,2019,4,Balrampur District,68993
Uttar Pradesh,2019,4,Amroha District,115341
Uttar Pradesh,2019,4,Pilibhit District,112045
Uttar Pradesh,2019,4,Mainpuri District,117848
Uttar Pradesh,2019,4,Kanpur Dehat District,86285
Uttar Pradesh,2019,4,Jaunpur District,331857
Uttar Pradesh,2019,4,Kaushambi District,57618
Uttar Pradesh,2019,4,Hapur District,147702
Uttar Pradesh,2019,4,Hamirpur District,64136
Uttar Pradesh,2019,4,Meerut District,455353
Uttar Pradesh,2019,4,Mathura District,306611
Uttar Pradesh,2019,4,Chitrakoot District,43677
Uttar Pradesh,2019,4,Lalitpur District,75748
Uttar Pradesh,2019,4,Mau District,148820
Uttar Pradesh,2019,4,Mirzapur District,164373
Uttar Pradesh,2019,4,Bulandshahr District,262361
Uttar Pradesh,2019,4,Gonda District,150012
Uttar Pradesh,2019,4,Jhansi District,252380
Uttar Pradesh,2019,4,Chandauli District,154068
Uttar Pradesh,2019,4,Bhadohi District,116323
Uttar Pradesh,2019,4,Pratapgarh District,182182
Uttar Pradesh,2019,4,Saharanpur District,290730
Uttar Pradesh,2019,4,Bara Banki District,142882
Uttar Pradesh,2019,4,Bareilly District,398897
Uttar Pradesh,2019,4,Sitapur District,194588
Uttar Pradesh,2019,4,Sultanpur District,155081
Uttar Pradesh,2019,4,Agra District,593453
Uttar Pradesh,2019,4,Fatehpur District,107650
Uttar Pradesh,2019,4,Rae Bareli District,134591
Uttar Pradesh,2019,4,Firozabad District,188556
Uttar Pradesh,2019,4,Kheri District,209667
Uttar Pradesh,2019,4,Gorakhpur District,483523
Uttar Pradesh,2019,4,Unnao District,143079
Uttar Pradesh,2019,4,Prayagraj District,738307
Uttar Pradesh,2019,4,Sonbhadra District,146957
Uttar Pradesh,2019,4,Ghazipur District,265215
Uttar Pradesh,2019,4,Farrukhabad District,111564
Uttar Pradesh,2019,4,Kannauj District,96093
Uttar Pradesh,2019,4,Azamgarh District,293685
Uttar Pradesh,2019,4,Ayodhya District,193592
Uttar Pradesh,2019,4,Deoria District,252687
Uttar Pradesh,2019,4,Ghaziabad District,1189357
Uttar Pradesh,2020,1,Amethi District,136952
Uttar Pradesh,2020,1,Siddharthnagar District,132802
Uttar Pradesh,2020,1,Auraiya District,106853
Uttar Pradesh,2020,1,Sambhal District,107252
Uttar Pradesh,2020,1,Kanpur Nagar District,788847
Uttar Pradesh,2020,1,Aligarh District,389467
Uttar Pradesh,2020,1,Mahoba District,54536
Uttar Pradesh,2020,1,Lucknow District,1329098
Uttar Pradesh,2020,1,Sant Kabeer Nagar District,106578
Uttar Pradesh,2020,1,Hathras District,127615
Uttar Pradesh,2020,1,Budaun District,141211
Uttar Pradesh,2020,1,Moradabad District,257312
Uttar Pradesh,2020,1,Kushinagar District,294988
Uttar Pradesh,2020,1,Baghpat District,138206
Uttar Pradesh,2020,1,Shahjahanpur District,171075
Uttar Pradesh,2020,1,Muzaffarnagar District,253057
Uttar Pradesh,2020,1,Ambedkar Nagar District,173558
Uttar Pradesh,2020,1,Bahraich District,118691
Uttar Pradesh,2020,1,Jalaun District,130530
Uttar Pradesh,2020,1,Rampur District,133897
Uttar Pradesh,2020,1,Ballia District,279850
Uttar Pradesh,2020,1,Shravasti District,29560
Uttar Pradesh,2020,1,Kasganj District,85463
Uttar Pradesh,2020,1,Varanasi District,777234
Uttar Pradesh,2020,1,Gautam Buddha Nagar District,1656331
Uttar Pradesh,2020,1,Basti District,182992
Uttar Pradesh,2020,1,Shamli District,105856
Uttar Pradesh,2020,1,Maharajganj District,189603
Uttar Pradesh,2020,1,Etawah District,139252
Uttar Pradesh,2020,1,Etah District,116306
Uttar Pradesh,2020,1,Banda District,85004
Uttar Pradesh,2020,1,Bijnor District,245713
Uttar Pradesh,2020,1,Hardoi District,166833
Uttar Pradesh,2020,1,Balrampur District,79242
Uttar Pradesh,2020,1,Amroha District,132719
Uttar Pradesh,2020,1,Pilibhit District,131381
Uttar Pradesh,2020,1,Mainpuri District,135739
Uttar Pradesh,2020,1,Kanpur Dehat District,99757
Uttar Pradesh,2020,1,Jaunpur District,376245
Uttar Pradesh,2020,1,Kaushambi District,67498
Uttar Pradesh,2020,1,Hapur District,166710
Uttar Pradesh,2020,1,Hamirpur District,72081
Uttar Pradesh,2020,1,Meerut District,509693
Uttar Pradesh,2020,1,Mathura District,352252
Uttar Pradesh,2020,1,Chitrakoot District,49532
Uttar Pradesh,2020,1,Lalitpur District,85820
Uttar Pradesh,2020,1,Mau District,168403
Uttar Pradesh,2020,1,Mirzapur District,184275
Uttar Pradesh,2020,1,Bulandshahr District,300819
Uttar Pradesh,2020,1,Gonda District,170132
Uttar Pradesh,2020,1,Jhansi District,279897
Uttar Pradesh,2020,1,Chandauli District,173797
Uttar Pradesh,2020,1,Bhadohi District,131750
Uttar Pradesh,2020,1,Pratapgarh District,208100
Uttar Pradesh,2020,1,Saharanpur District,332027
Uttar Pradesh,2020,1,Bara Banki District,163878
Uttar Pradesh,2020,1,Bareilly District,452872
Uttar Pradesh,2020,1,Sitapur District,223690
Uttar Pradesh,2020,1,Sultanpur District,175425
Uttar Pradesh,2020,1,Agra District,668251
Uttar Pradesh,2020,1,Fatehpur District,123288
Uttar Pradesh,2020,1,Rae Bareli District,151785
Uttar Pradesh,2020,1,Firozabad District,221119
Uttar Pradesh,2020,1,Kheri District,242677
Uttar Pradesh,2020,1,Gorakhpur District,539316
Uttar Pradesh,2020,1,Unnao District,163038
Uttar Pradesh,2020,1,Prayagraj District,816436
Uttar Pradesh,2020,1,Sonbhadra District,163017
Uttar Pradesh,2020,1,Ghazipur District,299524
Uttar Pradesh,2020,1,Farrukhabad District,127474
Uttar Pradesh,2020,1,Kannauj District,110383
Uttar Pradesh,2020,1,Azamgarh District,334030
Uttar Pradesh,2020,1,Ayodhya District,217835
Uttar Pradesh,2020,1,Deoria District,285363
Uttar Pradesh,2020,1,Ghaziabad District,1296464
Uttar Pradesh,2020,2,Amethi District,157381
Uttar Pradesh,2020,2,Siddharthnagar District,155865
Uttar Pradesh,2020,2,Auraiya District,122400
Uttar Pradesh,2020,2,Sambhal District,125328
Uttar Pradesh,2020,2,Kanpur Nagar District,864991
Uttar Pradesh,2020,2,Aligarh District,440101
Uttar Pradesh,2020,2,Mahoba District,62821
Uttar Pradesh,2020,2,Lucknow District,1434386
Uttar Pradesh,2020,2,Sant Kabeer Nagar District,122481
Uttar Pradesh,2020,2,Hathras District,146288
Uttar Pradesh,2020,2,Budaun District,166532
Uttar Pradesh,2020,2,Moradabad District,295194
Uttar Pradesh,2020,2,Kushinagar District,331722
Uttar Pradesh,2020,2,Baghpat District,155849
Uttar Pradesh,2020,2,Shahjahanpur District,196359
Uttar Pradesh,2020,2,Muzaffarnagar District,287462
Uttar Pradesh,2020,2,Ambedkar Nagar District,198579
Uttar Pradesh,2020,2,Bahraich District,138923
Uttar Pradesh,2020,2,Jalaun District,147970
Uttar Pradesh,2020,2,Rampur District,155359
Uttar Pradesh,2020,2,Ballia District,314673
Uttar Pradesh,2020,2,Shravasti District,34854
Uttar Pradesh,2020,2,Kasganj District,99981
Uttar Pradesh,2020,2,Varanasi District,851213
Uttar Pradesh,2020,2,Gautam Buddha Nagar District,1756163
Uttar Pradesh,2020,2,Basti District,209591
Uttar Pradesh,2020,2,Shamli District,120773
Uttar Pradesh,2020,2,Maharajganj District,213692
Uttar Pradesh,2020,2,Etawah District,159083
Uttar Pradesh,2020,2,Etah District,136054
Uttar Pradesh,2020,2,Banda District,97787
Uttar Pradesh,2020,2,Bijnor District,281914
Uttar Pradesh,2020,2,Hardoi District,196544
Uttar Pradesh,2020,2,Balrampur District,92076
Uttar Pradesh,2020,2,Amroha District,152529
Uttar Pradesh,2020,2,Pilibhit District,150146
Uttar Pradesh,2020,2,Mainpuri District,157546
Uttar Pradesh,2020,2,Kanpur Dehat District,116906
Uttar Pradesh,2020,2,Jaunpur District,423581
Uttar Pradesh,2020,2,Kaushambi District,79177
Uttar Pradesh,2020,2,Hapur District,187076
Uttar Pradesh,2020,2,Hamirpur District,82461
Uttar Pradesh,2020,2,Meerut District,566838
Uttar Pradesh,2020,2,Mathura District,401021
Uttar Pradesh,2020,2,Chitrakoot District,57001
Uttar Pradesh,2020,2,Lalitpur District,96852
Uttar Pradesh,2020,2,Mau District,191234
Uttar Pradesh,2020,2,Mirzapur District,207293
Uttar Pradesh,2020,2,Bulandshahr District,341588
Uttar Pradesh,2020,2,Gonda District,193655
Uttar Pradesh,2020,2,Jhansi District,309640
Uttar Pradesh,2020,2,Chandauli District,196636
Uttar Pradesh,2020,2,Bhadohi District,148612
Uttar Pradesh,2020,2,Pratapgarh District,238168
Uttar Pradesh,2020,2,Saharanpur District,377311
Uttar Pradesh,2020,2,Bara Banki District,186789
Uttar Pradesh,2020,2,Bareilly District,507342
Uttar Pradesh,2020,2,Sitapur District,251510
Uttar Pradesh,2020,2,Sultanpur District,198267
Uttar Pradesh,2020,2,Agra District,746336
Uttar Pradesh,2020,2,Fatehpur District,143578
Uttar Pradesh,2020,2,Rae Bareli District,172513
Uttar Pradesh,2020,2,Firozabad District,255512
Uttar Pradesh,2020,2,Kheri District,271159
Uttar Pradesh,2020,2,Gorakhpur District,600961
Uttar Pradesh,2020,2,Unnao District,187748
Uttar Pradesh,2020,2,Prayagraj District,892787
Uttar Pradesh,2020,2,Sonbhadra District,181105
Uttar Pradesh,2020,2,Ghazipur District,337515
Uttar Pradesh,2020,2,Farrukhabad District,147186
Uttar Pradesh,2020,2,Kannauj District,126696
Uttar Pradesh,2020,2,Azamgarh District,379884
Uttar Pradesh,2020,2,Ayodhya District,245136
Uttar Pradesh,2020,2,Deoria District,321321
Uttar Pradesh,2020,2,Ghaziabad District,1399514
Uttar Pradesh,2020,3,Amethi District,175672
Uttar Pradesh,2020,3,Siddharthnagar District,176555
Uttar Pradesh,2020,3,Auraiya District,136156
Uttar Pradesh,2020,3,Sambhal District,141580
Uttar Pradesh,2020,3,Kanpur Nagar District,941379
Uttar Pradesh,2020,3,Aligarh District,489555
Uttar Pradesh,2020,3,Mahoba District,71317
Uttar Pradesh,2020,3,Lucknow District,1551932
Uttar Pradesh,2020,3,Sant Kabeer Nagar District,136932
Uttar Pradesh,2020,3,Hathras District,164058
Uttar Pradesh,2020,3,Budaun District,188814
Uttar Pradesh,2020,3,Moradabad District,329322
Uttar Pradesh,2020,3,Kushinagar District,366656
Uttar Pradesh,2020,3,Baghpat District,173593
Uttar Pradesh,2020,3,Shahjahanpur District,219668
Uttar Pradesh,2020,3,Muzaffarnagar District,320098
Uttar Pradesh,2020,3,Ambedkar Nagar District,219649
Uttar Pradesh,2020,3,Bahraich District,158041
Uttar Pradesh,2020,3,Jalaun District,164885
Uttar Pradesh,2020,3,Rampur District,174194
Uttar Pradesh,2020,3,Ballia District,347325
Uttar Pradesh,2020,3,Shravasti District,40056
Uttar Pradesh,2020,3,Kasganj District,111622
Uttar Pradesh,2020,3,Varanasi District,927313
Uttar Pradesh,2020,3,Gautam Buddha Nagar District,1885370
Uttar Pradesh,2020,3,Basti District,232300
Uttar Pradesh,2020,3,Shamli District,134703
Uttar Pradesh,2020,3,Maharajganj District,236496
Uttar Pradesh,2020,3,Etawah District,178286
Uttar Pradesh,2020,3,Etah District,152537
Uttar Pradesh,2020,3,Banda District,109260
Uttar Pradesh,2020,3,Bijnor District,315548
Uttar Pradesh,2020,3,Hardoi District,224504
Uttar Pradesh,2020,3,Balrampur District,104746
Uttar Pradesh,2020,3,Amroha District,171549
Uttar Pradesh,2020,3,Pilibhit District,167139
Uttar Pradesh,2020,3,Mainpuri District,176651
Uttar Pradesh,2020,3,Kanpur Dehat District,131597
Uttar Pradesh,2020,3,Jaunpur District,470090
Uttar Pradesh,2020,3,Kaushambi District,89293
Uttar Pradesh,2020,3,Hapur District,207549
Uttar Pradesh,2020,3,Hamirpur District,92148
Uttar Pradesh,2020,3,Meerut District,624570
Uttar Pradesh,2020,3,Mathura District,450042
Uttar Pradesh,2020,3,Chitrakoot District,63813
Uttar Pradesh,2020,3,Lalitpur District,109905
Uttar Pradesh,2020,3,Mau District,211980
Uttar Pradesh,2020,3,Mirzapur District,229009
Uttar Pradesh,2020,3,Bulandshahr District,382144
Uttar Pradesh,2020,3,Gonda District,216590
Uttar Pradesh,2020,3,Jhansi District,340517
Uttar Pradesh,2020,3,Chandauli District,218583
Uttar Pradesh,2020,3,Bhadohi District,165497
Uttar Pradesh,2020,3,Pratapgarh District,265530
Uttar Pradesh,2020,3,Saharanpur District,419510
Uttar Pradesh,2020,3,Bara Banki District,208489
Uttar Pradesh,2020,3,Bareilly District,558821
Uttar Pradesh,2020,3,Sitapur District,281113
Uttar Pradesh,2020,3,Sultanpur District,218977
Uttar Pradesh,2020,3,Agra District,822893
Uttar Pradesh,2020,3,Fatehpur District,161230
Uttar Pradesh,2020,3,Rae Bareli District,190989
Uttar Pradesh,2020,3,Firozabad District,291115
Uttar Pradesh,2020,3,Kheri District,309435
Uttar Pradesh,2020,3,Gorakhpur District,661272
Uttar Pradesh,2020,3,Unnao District,210513
Uttar Pradesh,2020,3,Prayagraj District,974228
Uttar Pradesh,2020,3,Sonbhadra District,198688
Uttar Pradesh,2020,3,Ghazipur District,373352
Uttar Pradesh,2020,3,Farrukhabad District,165207
Uttar Pradesh,2020,3,Kannauj District,141507
Uttar Pradesh,2020,3,Azamgarh District,421262
Uttar Pradesh,2020,3,Ayodhya District,271190
Uttar Pradesh,2020,3,Deoria District,355557
Uttar Pradesh,2020,3,Ghaziabad District,1518450
Uttar Pradesh,2020,4,Amethi District,193465
Uttar Pradesh,2020,4,Siddharthnagar District,196286
Uttar Pradesh,2020,4,Auraiya District,149979
Uttar Pradesh,2020,4,Sambhal District,158974
Uttar Pradesh,2020,4,Kanpur Nagar District,1022768
Uttar Pradesh,2020,4,Aligarh District,541762
Uttar Pradesh,2020,4,Mahoba District,79027
Uttar Pradesh,2020,4,Lucknow District,1684510
Uttar Pradesh,2020,4,Sant Kabeer Nagar District,151391
Uttar Pradesh,2020,4,Hathras District,181527
Uttar Pradesh,2020,4,Budaun District,210856
Uttar Pradesh,2020,4,Moradabad District,366253
