States,Year,Quarter,Trans_Type,Trans_Counts,Amount
Telangana,2021,3,Merchant payments,286735350,1.59E+11
Telangana,2021,3,Peer to Peer Payments,271436926,9.82E+11
Telangana,2021,3,"Recharge , bill payments",62744121,36434881136
Telangana,2021,3,Financial Services,235519,329138539.5
Telangana,2021,3,Others,1734852,543116826.3
Telangana,2021,4,Merchant payments,376584215,2.13E+11
Telangana,2021,4,Peer to Peer Payments,331774591,1.20E+12
Telangana,2021,4,"Recharge , bill payments",66477036,44760398983
Telangana,2021,4,Financial Services,298871,392141743.7
Telangana,2021,4,Others,855060,639658842.9
Telangana,2022,1,Merchant payments,449186799,2.44E+11
Telangana,2022,1,Peer to Peer Payments,368048408,1.38E+12
Telangana,2022,1,"Recharge , bill payments",66352138,50470450180
Telangana,2022,1,Financial Services,284035,394283511.9
Telangana,2022,1,Others,2582005,642005688.8
Telangana,2022,2,Merchant payments,565370506,3.07E+11
Telangana,2022,2,Peer to Peer Payments,422056582,1.58E+12
Telangana,2022,2,"Recharge , bill payments",75099130,63136761649
Telangana,2022,2,Financial Services,245023,324857780.6
Telangana,2022,2,Others,611316,470432687.4
Telangana,2022,3,Merchant payments,880414292,4.47E+11
Telangana,2022,3,Peer to Peer Payments,626830752,2.17E+12
Telangana,2022,3,"Recharge , bill payments",119779835,87937210666
Telangana,2022,3,Financial Services,340458,442783619.1
Telangana,2022,3,Others,800064,621900924.4
Telangana,2022,4,Merchant payments,1002521735,4.92E+11
Telangana,2022,4,Peer to Peer Payments,694612831,2.39E+12
Telangana,2022,4,"Recharge , bill payments",121188131,92136759501
Telangana,2022,4,Financial Services,401838,498719426
Telangana,2022,4,Others,782297,680680558.3
Tripura,2018,1,"Recharge , bill payments",86819,14079439.57
Tripura,2018,1,Peer to Peer Payments,44844,112229995
Tripura,2018,1,Financial Services,4842,672247.5882
Tripura,2018,1,Merchant payments,4833,6080959.883
Tripura,2018,1,Others,6819,4916272.513
Tripura,2018,2,"Recharge , bill payments",118171,22554398.15
Tripura,2018,2,Peer to Peer Payments,73821,197666881.9
Tripura,2018,2,Merchant payments,9621,10570951.15
Tripura,2018,2,Financial Services,6925,1264101.905
Tripura,2018,2,Others,6021,4835385.634
Tripura,2018,3,Peer to Peer Payments,186065,398867427.3
Tripura,2018,3,"Recharge , bill payments",156308,33484811.21
Tripura,2018,3,Merchant payments,21476,16092396.41
Tripura,2018,3,Financial Services,8106,1080000.011
Tripura,2018,3,Others,5748,4338753.081
Tripura,2018,4,"Recharge , bill payments",204720,38334816.66
Tripura,2018,4,Peer to Peer Payments,179739,549068822.4
Tripura,2018,4,Merchant payments,50888,31066467.63
Tripura,2018,4,Financial Services,6441,1023126.821
Tripura,2018,4,Others,6271,5392365.974
Tripura,2019,1,Peer to Peer Payments,296993,679165332.8
Tripura,2019,1,"Recharge , bill payments",227997,44429378.42
Tripura,2019,1,Merchant payments,46642,28109966.32
Tripura,2019,1,Financial Services,4189,461473.5886
Tripura,2019,1,Others,5105,4728790.472
Tripura,2019,2,Peer to Peer Payments,240776,751113516.2
Tripura,2019,2,"Recharge , bill payments",218649,48989430.61
Tripura,2019,2,Merchant payments,64829,35275706.83
Tripura,2019,2,Financial Services,1899,339184.3345
Tripura,2019,2,Others,6405,6103644.851
Tripura,2019,3,"Recharge , bill payments",339539,81845425.35
Tripura,2019,3,Peer to Peer Payments,270163,884623553.9
Tripura,2019,3,Merchant payments,68399,44802063.64
Tripura,2019,3,Financial Services,27970,582020.9903
Tripura,2019,3,Others,5646,5524358.927
Tripura,2019,4,"Recharge , bill payments",373779,88001651.29
Tripura,2019,4,Peer to Peer Payments,359076,1071507586
Tripura,2019,4,Merchant payments,62458,51274033.72
Tripura,2019,4,Financial Services,2239,377097.6671
Tripura,2019,4,Others,4272,4239791.585
Tripura,2020,1,"Recharge , bill payments",449584,114355218
Tripura,2020,1,Peer to Peer Payments,366218,1400694934
Tripura,2020,1,Merchant payments,102861,68590603.64
Tripura,2020,1,Financial Services,1722,1066651.522
Tripura,2020,1,Others,4117,4071399.624
Tripura,2020,2,"Recharge , bill payments",600206,163220166.8
Tripura,2020,2,Peer to Peer Payments,346863,1501452756
Tripura,2020,2,Merchant payments,97816,99795973.61
Tripura,2020,2,Financial Services,2904,2247782.522
Tripura,2020,2,Others,4731,2459205.001
Tripura,2020,3,"Recharge , bill payments",627363,185201997.3
Tripura,2020,3,Peer to Peer Payments,477769,1959371083
Tripura,2020,3,Merchant payments,202106,190218136.3
Tripura,2020,3,Financial Services,3828,3141391.576
Tripura,2020,3,Others,6819,3886908.163
Tripura,2020,4,Peer to Peer Payments,650386,2683789890
Tripura,2020,4,"Recharge , bill payments",631611,192385823.4
Tripura,2020,4,Merchant payments,357567,296872485.4
Tripura,2020,4,Financial Services,4084,3666639.309
Tripura,2020,4,Others,8242,5416158.233
Tripura,2021,1,Peer to Peer Payments,643366,2821226151
Tripura,2021,1,"Recharge , bill payments",508718,173211140.9
Tripura,2021,1,Merchant payments,350366,333743281.3
Tripura,2021,1,Financial Services,3146,2879929.223
Tripura,2021,1,Others,5827,4281067.764
Tripura,2021,2,Peer to Peer Payments,703728,2865655130
Tripura,2021,2,"Recharge , bill payments",589839,189808502.9
Tripura,2021,2,Merchant payments,440060,404915546.5
Tripura,2021,2,Financial Services,3656,3503925.338
Tripura,2021,2,Others,7146,4271255.844
Tripura,2021,3,Peer to Peer Payments,864329,3491901741
Tripura,2021,3,"Recharge , bill payments",620991,215226019.6
Tripura,2021,3,Merchant payments,584079,648504775.6
Tripura,2021,3,Financial Services,2886,3473153.088
Tripura,2021,3,Others,8915,5028078.735
Tripura,2021,4,Peer to Peer Payments,1060915,4368786747
Tripura,2021,4,Merchant payments,793636,874005407.7
Tripura,2021,4,"Recharge , bill payments",650251,241225282.1
Tripura,2021,4,Financial Services,3635,5073898.608
Tripura,2021,4,Others,12256,7838128.8
Tripura,2022,1,Peer to Peer Payments,1221863,4934712034
Tripura,2022,1,Merchant payments,992891,1037265263
Tripura,2022,1,"Recharge , bill payments",641170,262348231
Tripura,2022,1,Financial Services,4351,5782533.242
Tripura,2022,1,Others,10915,7221703.09
Tripura,2022,2,Peer to Peer Payments,1443647,5354182194
Tripura,2022,2,Merchant payments,1322009,1235804020
Tripura,2022,2,"Recharge , bill payments",638643,278018856.2
Tripura,2022,2,Financial Services,3812,4533635.769
Tripura,2022,2,Others,10553,5732336.736
Tripura,2022,3,Peer to Peer Payments,1836678,6718925839
Tripura,2022,3,Merchant payments,1660497,1589078400
Tripura,2022,3,"Recharge , bill payments",745382,329401812.4
Tripura,2022,3,Financial Services,4343,5330626.12
Tripura,2022,3,Others,9679,5616127.068
Tripura,2022,4,Peer to Peer Payments,2252390,8142233538
Tripura,2022,4,Merchant payments,2054988,1925282619
Tripura,2022,4,"Recharge , bill payments",874800,373875271.2
Tripura,2022,4,Financial Services,5787,5028488.555
Tripura,2022,4,Others,10225,6551901.176
Uttar Pradesh,2018,1,"Recharge , bill payments",7003704,1201827544
Uttar Pradesh,2018,1,Peer to Peer Payments,4123625,11786969149
Uttar Pradesh,2018,1,Merchant payments,442436,428301434.3
Uttar Pradesh,2018,1,Financial Services,397328,75150444.99
Uttar Pradesh,2018,1,Others,570712,447722351.3
Uttar Pradesh,2018,2,"Recharge , bill payments",9232131,2044535461
Uttar Pradesh,2018,2,Peer to Peer Payments,6484369,22197440016
Uttar Pradesh,2018,2,Merchant payments,909545,799920463.3
Uttar Pradesh,2018,2,Financial Services,563213,105536911.8
Uttar Pradesh,2018,2,Others,521685,572768843.2
Uttar Pradesh,2018,3,Peer to Peer Payments,13828768,32944051607
Uttar Pradesh,2018,3,"Recharge , bill payments",9140873,2485029063
Uttar Pradesh,2018,3,Merchant payments,2397448,1012726185
Uttar Pradesh,2018,3,Financial Services,603303,76605144.66
Uttar Pradesh,2018,3,Others,544964,493702369.6
Uttar Pradesh,2018,4,Peer to Peer Payments,15804910,48836291124
Uttar Pradesh,2018,4,"Recharge , bill payments",11976808,3040717447
Uttar Pradesh,2018,4,Merchant payments,6953857,2480267671
Uttar Pradesh,2018,4,Financial Services,517619,76250539.86
Uttar Pradesh,2018,4,Others,847573,663216794.2
Uttar Pradesh,2019,1,Peer to Peer Payments,32062452,68506766330
Uttar Pradesh,2019,1,"Recharge , bill payments",15400713,4231102033
Uttar Pradesh,2019,1,Merchant payments,8558766,3105904146
Uttar Pradesh,2019,1,Financial Services,389733,43341558.49
Uttar Pradesh,2019,1,Others,912840,637066065.9
Uttar Pradesh,2019,2,Peer to Peer Payments,27105049,87581482659
Uttar Pradesh,2019,2,"Recharge , bill payments",17551537,5627886176
Uttar Pradesh,2019,2,Merchant payments,12733089,4894223107
Uttar Pradesh,2019,2,Financial Services,264091,38169259.95
Uttar Pradesh,2019,2,Others,1229734,775758168.4
Uttar Pradesh,2019,3,Peer to Peer Payments,26990786,95134023864
Uttar Pradesh,2019,3,"Recharge , bill payments",20359672,8000160943
Uttar Pradesh,2019,3,Merchant payments,19625935,7399443975
Uttar Pradesh,2019,3,Financial Services,258548,51363215.15
Uttar Pradesh,2019,3,Others,1389018,683145478.1
Uttar Pradesh,2019,4,Peer to Peer Payments,40540310,1.27E+11
Uttar Pradesh,2019,4,"Recharge , bill payments",24299776,9082140370
Uttar Pradesh,2019,4,Merchant payments,20582052,9412924985
Uttar Pradesh,2019,4,Financial Services,242936,45686806.83
Uttar Pradesh,2019,4,Others,1239931,433285937.6
Uttar Pradesh,2020,1,Peer to Peer Payments,39581157,1.48E+11
Uttar Pradesh,2020,1,"Recharge , bill payments",29777603,11168417431
Uttar Pradesh,2020,1,Merchant payments,26741638,13072371617
Uttar Pradesh,2020,1,Financial Services,139990,64365117.41
Uttar Pradesh,2020,1,Others,998744,376573949.2
Uttar Pradesh,2020,2,"Recharge , bill payments",42229417,14668026056
Uttar Pradesh,2020,2,Peer to Peer Payments,39434202,1.50E+11
Uttar Pradesh,2020,2,Merchant payments,18625913,13655151083
Uttar Pradesh,2020,2,Financial Services,150360,131930242.9
Uttar Pradesh,2020,2,Others,412073,209384339.6
Uttar Pradesh,2020,3,Peer to Peer Payments,54449911,2.08E+11
Uttar Pradesh,2020,3,"Recharge , bill payments",37465163,16437365641
Uttar Pradesh,2020,3,Merchant payments,34697942,24224433241
Uttar Pradesh,2020,3,Financial Services,206210,194129227.5
Uttar Pradesh,2020,3,Others,586033,303114557.1
Uttar Pradesh,2020,4,Peer to Peer Payments,75433782,2.94E+11
Uttar Pradesh,2020,4,Merchant payments,61922138,44438824681
Uttar Pradesh,2020,4,"Recharge , bill payments",39570153,17793973969
Uttar Pradesh,2020,4,Financial Services,246868,255803306.1
Uttar Pradesh,2020,4,Others,994576,539071475.9
Uttar Pradesh,2021,1,Peer to Peer Payments,85539321,3.22E+11
Uttar Pradesh,2021,1,Merchant payments,78873969,55362244381
Uttar Pradesh,2021,1,"Recharge , bill payments",38981894,18563189222
Uttar Pradesh,2021,1,Financial Services,250656,266104783.7
Uttar Pradesh,2021,1,Others,853707,486435811.4
Uttar Pradesh,2021,2,Peer to Peer Payments,102927942,3.89E+11
Uttar Pradesh,2021,2,Merchant payments,84860582,70351401160
Uttar Pradesh,2021,2,"Recharge , bill payments",53030710,22266927129
Uttar Pradesh,2021,2,Financial Services,270944,266853066.8
Uttar Pradesh,2021,2,Others,858953,525487682.6
Uttar Pradesh,2021,3,Peer to Peer Payments,127945827,4.41E+11
Uttar Pradesh,2021,3,Merchant payments,126699830,91089049637
Uttar Pradesh,2021,3,"Recharge , bill payments",50414232,24348150110
Uttar Pradesh,2021,3,Financial Services,253418,292009129
Uttar Pradesh,2021,3,Others,1230077,624716522.1
Uttar Pradesh,2021,4,Merchant payments,183966052,1.43E+11
Uttar Pradesh,2021,4,Peer to Peer Payments,167503176,6.01E+11
Uttar Pradesh,2021,4,"Recharge , bill payments",52863531,28812549098
Uttar Pradesh,2021,4,Financial Services,353219,386356976.5
Uttar Pradesh,2021,4,Others,1471954,829152405.3
Uttar Pradesh,2022,1,Merchant payments,221556930,1.66E+11
Uttar Pradesh,2022,1,Peer to Peer Payments,195592648,6.85E+11
Uttar Pradesh,2022,1,"Recharge , bill payments",54873261,31683813998
Uttar Pradesh,2022,1,Financial Services,358499,386218170.6
Uttar Pradesh,2022,1,Others,1571908,750327356.1
Uttar Pradesh,2022,2,Merchant payments,298721048,2.16E+11
Uttar Pradesh,2022,2,Peer to Peer Payments,232444860,8.13E+11
Uttar Pradesh,2022,2,"Recharge , bill payments",62659780,37867966759
Uttar Pradesh,2022,2,Financial Services,268349,285646084.3
Uttar Pradesh,2022,2,Others,1204739,606123265.1
Uttar Pradesh,2022,3,Merchant payments,361972506,2.32E+11
Uttar Pradesh,2022,3,Peer to Peer Payments,267205027,8.45E+11
Uttar Pradesh,2022,3,"Recharge , bill payments",72984811,43854148173
Uttar Pradesh,2022,3,Financial Services,367887,344330142.1
Uttar Pradesh,2022,3,Others,1058841,601411350.4
Uttar Pradesh,2022,4,Merchant payments,439247166,2.97E+11
Uttar Pradesh,2022,4,Peer to Peer Payments,317613698,1.03E+12
Uttar Pradesh,2022,4,"Recharge , bill payments",78025017,48159073835
Uttar Pradesh,2022,4,Financial Services,418329,430212917.3
Uttar Pradesh,2022,4,Others,1064861,661985014.8
Uttarakhand,2018,1,"Recharge , bill payments",730428,124377517.3
Uttarakhand,2018,1,Peer to Peer Payments,399545,1296603346
Uttarakhand,2018,1,Merchant payments,35382,39372913.1
Uttarakhand,2018,1,Financial Services,27761,5637758.556
Uttarakhand,2018,1,Others,53569,42553823.19
Uttarakhand,2018,2,"Recharge , bill payments",946332,193802092.8
Uttarakhand,2018,2,Peer to Peer Payments,620490,2358941865
Uttarakhand,2018,2,Merchant payments,60494,66946005.76
Uttarakhand,2018,2,Financial Services,29919,7913276.779
Uttarakhand,2018,2,Others,46887,52152138.42
Uttarakhand,2018,3,Peer to Peer Payments,1049725,3356030295
Uttarakhand,2018,3,"Recharge , bill payments",1004356,239244556.8
Uttarakhand,2018,3,Merchant payments,112342,84447374.87
Uttarakhand,2018,3,Financial Services,22792,4334709.91
Uttarakhand,2018,3,Others,39917,42516103.39
Uttarakhand,2018,4,Peer to Peer Payments,1556731,5072621132
Uttarakhand,2018,4,"Recharge , bill payments",1252124,292877734.3
Uttarakhand,2018,4,Merchant payments,289733,228453045.9
Uttarakhand,2018,4,Financial Services,29916,6035161.099
Uttarakhand,2018,4,Others,50257,54285064.33
Uttarakhand,2019,1,Peer to Peer Payments,3499130,6512361464
Uttarakhand,2019,1,"Recharge , bill payments",1590269,394631055.7
Uttarakhand,2019,1,Merchant payments,372290,226281078.8
Uttarakhand,2019,1,Financial Services,28784,3951610.305
Uttarakhand,2019,1,Others,55528,46303966.01
Uttarakhand,2019,2,Peer to Peer Payments,2383662,7752954671
Uttarakhand,2019,2,"Recharge , bill payments",1616176,454962951.9
Uttarakhand,2019,2,Merchant payments,721858,323876953.4
Uttarakhand,2019,2,Financial Services,21852,2550386.477
Uttarakhand,2019,2,Others,69727,54187888.54
Uttarakhand,2019,3,Peer to Peer Payments,2313544,8512622076
Uttarakhand,2019,3,"Recharge , bill payments",2201606,683772297
Uttarakhand,2019,3,Merchant payments,1121052,480794827.1
Uttarakhand,2019,3,Financial Services,12119,4570326.192
Uttarakhand,2019,3,Others,62155,47272543.29
Uttarakhand,2019,4,Peer to Peer Payments,3210116,11020339547
Uttarakhand,2019,4,"Recharge , bill payments",2547173,817728111.5
Uttarakhand,2019,4,Merchant payments,1542944,701746516.9
Uttarakhand,2019,4,Financial Services,11585,3555524.377
Uttarakhand,2019,4,Others,50298,30336605.84
Uttarakhand,2020,1,Peer to Peer Payments,3792776,13999676597
Uttarakhand,2020,1,"Recharge , bill payments",2990764,1028598924
Uttarakhand,2020,1,Merchant payments,2289657,1094245197
Uttarakhand,2020,1,Financial Services,10246,8180881.809
Uttarakhand,2020,1,Others,48341,27378658.63
Uttarakhand,2020,2,"Recharge , bill payments",3755695,1303523585
Uttarakhand,2020,2,Peer to Peer Payments,3656029,13572964170
Uttarakhand,2020,2,Merchant payments,1587042,1181497493
Uttarakhand,2020,2,Financial Services,15023,17612288.06
Uttarakhand,2020,2,Others,33981,18590166.38
Uttarakhand,2020,3,Peer to Peer Payments,4836512,18377468807
Uttarakhand,2020,3,"Recharge , bill payments",3751993,1509373288
Uttarakhand,2020,3,Merchant payments,3164623,2166776520
Uttarakhand,2020,3,Financial Services,20455,26449980.58
Uttarakhand,2020,3,Others,45352,23442372.42
Uttarakhand,2020,4,Peer to Peer Payments,6748183,25748737002
Uttarakhand,2020,4,Merchant payments,6629201,4274032857
Uttarakhand,2020,4,"Recharge , bill payments",4140391,1697819951
Uttarakhand,2020,4,Financial Services,27120,29791064.76
Uttarakhand,2020,4,Others,68376,42358455.01
Uttarakhand,2021,1,Merchant payments,8393767,5283142247
Uttarakhand,2021,1,Peer to Peer Payments,7981710,29202365443
Uttarakhand,2021,1,"Recharge , bill payments",4146569,1727960484
Uttarakhand,2021,1,Financial Services,30208,38400864
Uttarakhand,2021,1,Others,56148,36320362.17
Uttarakhand,2021,2,Peer to Peer Payments,9374939,32674145244
Uttarakhand,2021,2,Merchant payments,9134389,6257528832
Uttarakhand,2021,2,"Recharge , bill payments",5388285,1979824049
Uttarakhand,2021,2,Financial Services,31497,35404991.87
Uttarakhand,2021,2,Others,71322,43914757.7
Uttarakhand,2021,3,Merchant payments,13673085,9001414756
Uttarakhand,2021,3,Peer to Peer Payments,11867174,39256650720
Uttarakhand,2021,3,"Recharge , bill payments",5388011,2182554095
Uttarakhand,2021,3,Financial Services,27839,38013969.98
Uttarakhand,2021,3,Others,86175,48863242.23
Uttarakhand,2021,4,Merchant payments,19850878,13515464698
Uttarakhand,2021,4,Peer to Peer Payments,14819203,49969580473
Uttarakhand,2021,4,"Recharge , bill payments",5536262,2540546090
Uttarakhand,2021,4,Financial Services,38764,51212042.38
Uttarakhand,2021,4,Others,116173,71304856.18
Uttarakhand,2022,1,Merchant payments,22595602,14585438346
Uttarakhand,2022,1,Peer to Peer Payments,16201632,53535521439
Uttarakhand,2022,1,"Recharge , bill payments",5617605,2745987928
Uttarakhand,2022,1,Financial Services,39033,49695999.72
Uttarakhand,2022,1,Others,106900,62138787.24
Uttarakhand,2022,2,Merchant payments,32087670,19479185362
