States,Year,Quarter,District,Trans_Counts,Amount
Rajasthan,2019,4,Bharatpur District,1096048,2133332976
Rajasthan,2019,4,Barmer District,1053052,2396360291
Rajasthan,2019,4,Ajmer District,2025212,4104641129
Rajasthan,2019,4,Chittorgarh District,898355,1770090090
Rajasthan,2019,4,Hanumangarh District,1000216,2235484544
Rajasthan,2019,4,Pratapgarh District,170862,368286395.4
Rajasthan,2019,4,Sawai Madhopur District,1095250,1728688028
Rajasthan,2019,4,Jalore District,476126,1014601976
Rajasthan,2019,4,Bikaner District,1472830,2842170428
Rajasthan,2019,4,Sikar District,2248784,5037411453
Rajasthan,2019,4,Dholpur District,313175,678342072.5
Rajasthan,2019,4,Sirohi District,420834,825221649.6
Rajasthan,2019,4,Rajsamand District,464681,1008106865
Rajasthan,2019,4,Jaisalmer District,452830,1045053487
Rajasthan,2019,4,Bundi District,575842,828352858
Rajasthan,2019,4,Jhalawar District,742750,1300727270
Rajasthan,2019,4,Alwar District,4269770,7746529383
Rajasthan,2019,4,Kota District,2899819,3813622080
Rajasthan,2019,4,Jhunjhunu District,1869375,4227582983
Rajasthan,2020,1,Pali District,1057322,2090797318
Rajasthan,2020,1,Ganganagar District,1690638,3342557353
Rajasthan,2020,1,Churu District,1077936,2221433308
Rajasthan,2020,1,Jaipur District,52623661,98360847994
Rajasthan,2020,1,Baran District,608776,927974168.8
Rajasthan,2020,1,Bhilwara District,2976581,5578143402
Rajasthan,2020,1,Banswara District,330880,726916344.2
Rajasthan,2020,1,Dungarpur District,268602,523389448.9
Rajasthan,2020,1,Tonk District,1486166,2330303454
Rajasthan,2020,1,Jodhpur District,3807384,7642170734
Rajasthan,2020,1,Karauli District,872739,1576364870
Rajasthan,2020,1,Udaipur District,2735381,3947849173
Rajasthan,2020,1,Dausa District,2290731,3676225560
Rajasthan,2020,1,Nagaur District,1885285,4010256397
Rajasthan,2020,1,Bharatpur District,1367810,2575506372
Rajasthan,2020,1,Barmer District,1446721,3237769273
Rajasthan,2020,1,Ajmer District,2642400,5228150511
Rajasthan,2020,1,Chittorgarh District,1182462,2269539792
Rajasthan,2020,1,Hanumangarh District,1183791,2435546396
Rajasthan,2020,1,Pratapgarh District,221448,454661673.9
Rajasthan,2020,1,Sawai Madhopur District,1331196,2019196354
Rajasthan,2020,1,Jalore District,663865,1393546229
Rajasthan,2020,1,Bikaner District,1798288,3442445414
Rajasthan,2020,1,Sikar District,2898431,6198159589
Rajasthan,2020,1,Dholpur District,421077,887503401.5
Rajasthan,2020,1,Sirohi District,546429,983010164.3
Rajasthan,2020,1,Rajsamand District,715929,1539560603
Rajasthan,2020,1,Jaisalmer District,555603,1161655860
Rajasthan,2020,1,Bundi District,712522,1016319031
Rajasthan,2020,1,Jhalawar District,894980,1662289228
Rajasthan,2020,1,Alwar District,5046369,9090012850
Rajasthan,2020,1,Kota District,3282916,4272102864
Rajasthan,2020,1,Jhunjhunu District,1634493,3486033430
Rajasthan,2020,2,Pali District,1372177,2377825477
Rajasthan,2020,2,Ganganagar District,2016375,3982315548
Rajasthan,2020,2,Churu District,1438466,2818320326
Rajasthan,2020,2,Jaipur District,43871862,88270816978
Rajasthan,2020,2,Baran District,838653,1511655624
Rajasthan,2020,2,Bhilwara District,3144077,5583955261
Rajasthan,2020,2,Banswara District,370056,692994808.8
Rajasthan,2020,2,Dungarpur District,378890,580230650.7
Rajasthan,2020,2,Tonk District,1834820,3108063337
Rajasthan,2020,2,Jodhpur District,3972317,7649652332
Rajasthan,2020,2,Karauli District,1408933,2391025440
Rajasthan,2020,2,Udaipur District,2293910,3491313531
Rajasthan,2020,2,Dausa District,2849821,4537835886
Rajasthan,2020,2,Nagaur District,2506689,4856436699
Rajasthan,2020,2,Bharatpur District,1861557,3561067371
Rajasthan,2020,2,Barmer District,2038065,4156124012
Rajasthan,2020,2,Ajmer District,2539677,4723275737
Rajasthan,2020,2,Chittorgarh District,1324205,2449356728
Rajasthan,2020,2,Hanumangarh District,1460018,3028804526
Rajasthan,2020,2,Pratapgarh District,321199,639106489.1
Rajasthan,2020,2,Sawai Madhopur District,1736691,2726823528
Rajasthan,2020,2,Jalore District,1019723,1882434514
Rajasthan,2020,2,Bikaner District,2034733,3703555515
Rajasthan,2020,2,Sikar District,3448263,6813435570
Rajasthan,2020,2,Dholpur District,614600,1206739832
Rajasthan,2020,2,Sirohi District,696555,1088938588
Rajasthan,2020,2,Rajsamand District,917992,1695442006
Rajasthan,2020,2,Jaisalmer District,747477,1378478712
Rajasthan,2020,2,Bundi District,878144,1460564008
Rajasthan,2020,2,Jhalawar District,1120590,2559982782
Rajasthan,2020,2,Alwar District,5981709,10239649720
Rajasthan,2020,2,Kota District,2674020,4271159445
Rajasthan,2020,2,Jhunjhunu District,2242392,4325892022
Rajasthan,2020,3,Pali District,1854914,3848648124
Rajasthan,2020,3,Ganganagar District,2506247,5401051023
Rajasthan,2020,3,Churu District,1745171,3918241716
Rajasthan,2020,3,Jaipur District,71797182,1.38E+11
Rajasthan,2020,3,Baran District,990694,1781540360
Rajasthan,2020,3,Bhilwara District,4656173,9414793216
Rajasthan,2020,3,Banswara District,402498,880276877.6
Rajasthan,2020,3,Dungarpur District,381150,780764641.8
Rajasthan,2020,3,Tonk District,2296368,3947608431
Rajasthan,2020,3,Jodhpur District,6262826,13714122198
Rajasthan,2020,3,Karauli District,1489891,2839657294
Rajasthan,2020,3,Udaipur District,3836995,6351934008
Rajasthan,2020,3,Dausa District,3552220,5920927936
Rajasthan,2020,3,Nagaur District,3048026,6903346685
Rajasthan,2020,3,Bharatpur District,2064445,4350126191
Rajasthan,2020,3,Barmer District,2386729,5803287090
Rajasthan,2020,3,Ajmer District,3910137,8288212744
Rajasthan,2020,3,Chittorgarh District,1806035,3708385693
Rajasthan,2020,3,Hanumangarh District,1785890,3999623395
Rajasthan,2020,3,Pratapgarh District,360412,800605053.2
Rajasthan,2020,3,Sawai Madhopur District,2157237,3506697100
Rajasthan,2020,3,Jalore District,1154031,2737316593
Rajasthan,2020,3,Bikaner District,2716423,5489007986
Rajasthan,2020,3,Sikar District,4567655,9916206322
Rajasthan,2020,3,Dholpur District,662790,1506195341
Rajasthan,2020,3,Sirohi District,931740,1721461839
Rajasthan,2020,3,Rajsamand District,1127177,2386997648
Rajasthan,2020,3,Jaisalmer District,916827,1932636843
Rajasthan,2020,3,Bundi District,1081850,1857526775
Rajasthan,2020,3,Jhalawar District,1396419,3037588893
Rajasthan,2020,3,Alwar District,7995044,14617913028
Rajasthan,2020,3,Kota District,4442791,8027789841
Rajasthan,2020,3,Jhunjhunu District,2804689,6098391248
Rajasthan,2020,4,Pali District,2663178,5830180712
Rajasthan,2020,4,Ganganagar District,3623577,7936384991
Rajasthan,2020,4,Churu District,2461810,5879435915
Rajasthan,2020,4,Jaipur District,82378485,1.60E+11
Rajasthan,2020,4,Baran District,1380743,2548027240
Rajasthan,2020,4,Bhilwara District,6669204,13765886969
Rajasthan,2020,4,Banswara District,627538,1380321074
Rajasthan,2020,4,Dungarpur District,555914,1180558251
Rajasthan,2020,4,Tonk District,3203388,5701339582
Rajasthan,2020,4,Jodhpur District,8568947,19107841742
Rajasthan,2020,4,Karauli District,1675614,3453137389
Rajasthan,2020,4,Udaipur District,5631994,9376663714
Rajasthan,2020,4,Dausa District,3972332,7263765843
Rajasthan,2020,4,Nagaur District,4447471,10913756198
Rajasthan,2020,4,Bharatpur District,2744055,5971854299
Rajasthan,2020,4,Barmer District,3449878,8672444321
Rajasthan,2020,4,Ajmer District,5843422,12526263261
Rajasthan,2020,4,Chittorgarh District,2615839,5457760762
Rajasthan,2020,4,Hanumangarh District,2508714,5925971726
Rajasthan,2020,4,Pratapgarh District,492384,1136165441
Rajasthan,2020,4,Sawai Madhopur District,2509016,4393102786
Rajasthan,2020,4,Jalore District,1575662,3942410357
Rajasthan,2020,4,Bikaner District,4005208,8393453473
Rajasthan,2020,4,Sikar District,6635869,15551286577
Rajasthan,2020,4,Dholpur District,936119,2216588503
Rajasthan,2020,4,Sirohi District,1355839,2570610442
Rajasthan,2020,4,Rajsamand District,1614361,3430500719
Rajasthan,2020,4,Jaisalmer District,1431699,3080601568
Rajasthan,2020,4,Bundi District,1553114,2682280736
Rajasthan,2020,4,Jhalawar District,1906726,4062512989
Rajasthan,2020,4,Alwar District,10874361,21064630283
Rajasthan,2020,4,Kota District,6392503,11328763287
Rajasthan,2020,4,Jhunjhunu District,3978471,9648559703
Rajasthan,2021,1,Pali District,2984309,6767220860
Rajasthan,2021,1,Ganganagar District,4118972,8871371303
Rajasthan,2021,1,Churu District,2731771,6726856130
Rajasthan,2021,1,Jaipur District,125917532,2.24E+11
Rajasthan,2021,1,Baran District,1448642,2847364293
Rajasthan,2021,1,Bhilwara District,7672484,16416337442
Rajasthan,2021,1,Banswara District,691566,1624792470
Rajasthan,2021,1,Dungarpur District,611490,1372686858
Rajasthan,2021,1,Tonk District,3421206,6186398098
Rajasthan,2021,1,Jodhpur District,11409882,24774598219
Rajasthan,2021,1,Karauli District,1925731,3977897318
Rajasthan,2021,1,Udaipur District,6826421,10957000442
Rajasthan,2021,1,Dausa District,4999310,8786072972
Rajasthan,2021,1,Nagaur District,4976059,12761075160
Rajasthan,2021,1,Bharatpur District,3042043,6708987386
Rajasthan,2021,1,Barmer District,4110660,11264935916
Rajasthan,2021,1,Ajmer District,7053995,15317166378
Rajasthan,2021,1,Chittorgarh District,2948289,6425179622
Rajasthan,2021,1,Hanumangarh District,2701068,6539912589
Rajasthan,2021,1,Pratapgarh District,538169,1351138009
Rajasthan,2021,1,Sawai Madhopur District,3177944,5382039395
Rajasthan,2021,1,Jalore District,1718704,4884080088
Rajasthan,2021,1,Bikaner District,4734203,10056780360
Rajasthan,2021,1,Sikar District,7581768,17303999484
Rajasthan,2021,1,Dholpur District,999900,2398002048
Rajasthan,2021,1,Sirohi District,1515460,3035265055
Rajasthan,2021,1,Rajsamand District,1840526,4042427825
Rajasthan,2021,1,Jaisalmer District,1725745,3811332821
Rajasthan,2021,1,Bundi District,1683993,3089653094
Rajasthan,2021,1,Jhalawar District,2097068,4661637194
Rajasthan,2021,1,Alwar District,12041829,23497000298
Rajasthan,2021,1,Kota District,9133910,15546647728
Rajasthan,2021,1,Jhunjhunu District,4350270,10335519087
Rajasthan,2021,2,Pali District,3745421,7957453111
Rajasthan,2021,2,Ganganagar District,4753914,10746504871
Rajasthan,2021,2,Churu District,3649018,8499729274
Rajasthan,2021,2,Jaipur District,137247139,2.48E+11
Rajasthan,2021,2,Baran District,1657148,3411039143
Rajasthan,2021,2,Bhilwara District,8735150,17984159143
Rajasthan,2021,2,Banswara District,848559,1987559373
Rajasthan,2021,2,Dungarpur District,760275,1594168931
Rajasthan,2021,2,Tonk District,4093452,7422412798
Rajasthan,2021,2,Jodhpur District,12941666,27913789332
Rajasthan,2021,2,Karauli District,2869692,5673272614
Rajasthan,2021,2,Udaipur District,6280736,10800769538
Rajasthan,2021,2,Dausa District,6410357,10828124761
Rajasthan,2021,2,Nagaur District,6493229,15639817786
Rajasthan,2021,2,Bharatpur District,4010426,8730800909
Rajasthan,2021,2,Barmer District,5379586,13831654569
Rajasthan,2021,2,Ajmer District,7863986,16687418391
Rajasthan,2021,2,Chittorgarh District,3344931,7084417205
Rajasthan,2021,2,Hanumangarh District,3380981,8144091679
Rajasthan,2021,2,Pratapgarh District,671704,1622148152
Rajasthan,2021,2,Sawai Madhopur District,3904625,6665184242
Rajasthan,2021,2,Jalore District,2313815,6248659227
Rajasthan,2021,2,Bikaner District,5602946,11924692955
Rajasthan,2021,2,Sikar District,8840543,19750164304
Rajasthan,2021,2,Dholpur District,1328838,3139295693
Rajasthan,2021,2,Sirohi District,1706489,3292314136
Rajasthan,2021,2,Rajsamand District,2176976,4463576167
Rajasthan,2021,2,Jaisalmer District,2072381,4346891101
Rajasthan,2021,2,Bundi District,1995615,3857748495
Rajasthan,2021,2,Jhalawar District,2408252,5698521651
Rajasthan,2021,2,Alwar District,14291357,26436939538
Rajasthan,2021,2,Kota District,9960676,18087598514
Rajasthan,2021,2,Jhunjhunu District,5737156,12840869599
Rajasthan,2021,3,Pali District,4825668,10052201780
Rajasthan,2021,3,Ganganagar District,6733698,13200151369
Rajasthan,2021,3,Churu District,4742306,10642136840
Rajasthan,2021,3,Jaipur District,193839196,3.14E+11
Rajasthan,2021,3,Baran District,2156975,3989332795
Rajasthan,2021,3,Bhilwara District,12558408,23899765687
Rajasthan,2021,3,Banswara District,1193693,2610850744
Rajasthan,2021,3,Dungarpur District,1021896,2146022634
Rajasthan,2021,3,Tonk District,5293345,8710526984
Rajasthan,2021,3,Jodhpur District,19263957,38514689413
Rajasthan,2021,3,Karauli District,3221955,5947115164
Rajasthan,2021,3,Udaipur District,10000681,15950385929
Rajasthan,2021,3,Dausa District,8175162,12267753351
Rajasthan,2021,3,Nagaur District,8542495,19712431243
Rajasthan,2021,3,Bharatpur District,4840142,9542568538
Rajasthan,2021,3,Barmer District,7369389,17897391704
Rajasthan,2021,3,Ajmer District,12039695,23974005141
Rajasthan,2021,3,Chittorgarh District,4916314,9584592196
Rajasthan,2021,3,Hanumangarh District,4401750,9676935142
Rajasthan,2021,3,Pratapgarh District,951737,2170354159
Rajasthan,2021,3,Sawai Madhopur District,4881323,7329478652
Rajasthan,2021,3,Jalore District,2769584,7412183523
Rajasthan,2021,3,Bikaner District,7999407,15396174303
Rajasthan,2021,3,Sikar District,12157675,24859966681
Rajasthan,2021,3,Dholpur District,1667722,3666631214
Rajasthan,2021,3,Sirohi District,2429857,4593398471
Rajasthan,2021,3,Rajsamand District,3136695,6345862851
Rajasthan,2021,3,Jaisalmer District,3120934,6241304259
Rajasthan,2021,3,Bundi District,2707584,4521278252
Rajasthan,2021,3,Jhalawar District,3141862,6253079109
Rajasthan,2021,3,Alwar District,18956440,31796623473
Rajasthan,2021,3,Kota District,13858632,22356848821
Rajasthan,2021,3,Jhunjhunu District,7368576,15584852434
Rajasthan,2021,4,Pali District,6057183,12994115234
Rajasthan,2021,4,Ganganagar District,8184243,16810621864
Rajasthan,2021,4,Churu District,5935726,14118707638
Rajasthan,2021,4,Jaipur District,231804892,3.94E+11
Rajasthan,2021,4,Baran District,2793598,5264026397
Rajasthan,2021,4,Bhilwara District,15373212,29555829037
Rajasthan,2021,4,Banswara District,1550961,3356204177
Rajasthan,2021,4,Dungarpur District,1353577,2828675179
Rajasthan,2021,4,Tonk District,6584281,11053638123
Rajasthan,2021,4,Jodhpur District,23671637,49201187505
Rajasthan,2021,4,Karauli District,4265646,8113128022
Rajasthan,2021,4,Udaipur District,12082286,19874244609
Rajasthan,2021,4,Dausa District,10142219,16190233721
Rajasthan,2021,4,Nagaur District,10615952,25959911336
Rajasthan,2021,4,Bharatpur District,6438461,12862157302
Rajasthan,2021,4,Barmer District,9363927,22313160420
Rajasthan,2021,4,Ajmer District,15049250,31040109508
Rajasthan,2021,4,Chittorgarh District,6261904,12222272566
Rajasthan,2021,4,Hanumangarh District,5310780,12582463281
Rajasthan,2021,4,Pratapgarh District,1246112,2850194416
Rajasthan,2021,4,Sawai Madhopur District,6211420,9792493810
Rajasthan,2021,4,Jalore District,3636011,9829253226
Rajasthan,2021,4,Bikaner District,9810932,19930824236
Rajasthan,2021,4,Sikar District,14946567,32671486020
Rajasthan,2021,4,Dholpur District,2276540,5074521349
Rajasthan,2021,4,Sirohi District,2938452,5709723257
Rajasthan,2021,4,Rajsamand District,3904566,7888825388
Rajasthan,2021,4,Jaisalmer District,4360030,8928650729
Rajasthan,2021,4,Bundi District,3509775,5985136286
Rajasthan,2021,4,Jhalawar District,4094768,8244372847
Rajasthan,2021,4,Alwar District,23661509,40984441151
Rajasthan,2021,4,Kota District,14912645,24168234009
Rajasthan,2021,4,Jhunjhunu District,9272535,21099797535
Rajasthan,2022,1,Pali District,7186562,14978683154
Rajasthan,2022,1,Ganganagar District,9951712,19810362020
Rajasthan,2022,1,Churu District,7027393,16182079349
Rajasthan,2022,1,Jaipur District,262950613,4.35E+11
Rajasthan,2022,1,Baran District,3313639,6075628391
Rajasthan,2022,1,Bhilwara District,18219742,34832214593
Rajasthan,2022,1,Banswara District,1934543,4305963325
Rajasthan,2022,1,Dungarpur District,1601893,3333483355
Rajasthan,2022,1,Tonk District,7525693,12353743561
Rajasthan,2022,1,Jodhpur District,27810577,56966935615
Rajasthan,2022,1,Karauli District,4947468,8967316936
Rajasthan,2022,1,Udaipur District,13527713,22322610838
Rajasthan,2022,1,Dausa District,11542170,17674189167
Rajasthan,2022,1,Nagaur District,12629151,30251543728
Rajasthan,2022,1,Bharatpur District,7655860,14512910848
Rajasthan,2022,1,Barmer District,11519794,27090053338
Rajasthan,2022,1,Ajmer District,17973292,36567659945
Rajasthan,2022,1,Chittorgarh District,7428622,14456333124
Rajasthan,2022,1,Hanumangarh District,6377544,14758711603
Rajasthan,2022,1,Pratapgarh District,1599079,3515635370
Rajasthan,2022,1,Sawai Madhopur District,7216366,11027855832
Rajasthan,2022,1,Jalore District,4491298,12375235222
Rajasthan,2022,1,Bikaner District,11656264,23262580003
Rajasthan,2022,1,Sikar District,16975662,35691652892
Rajasthan,2022,1,Dholpur District,2778999,5894331702
Rajasthan,2022,1,Sirohi District,3353014,6402432686
Rajasthan,2022,1,Rajsamand District,4525911,9132121086
Rajasthan,2022,1,Jaisalmer District,4838533,9233715982
Rajasthan,2022,1,Bundi District,4151689,6974583851
Rajasthan,2022,1,Jhalawar District,5038482,9563582631
Rajasthan,2022,1,Alwar District,27462202,46051829716
Rajasthan,2022,1,Kota District,19207151,30335394639
Rajasthan,2022,1,Jhunjhunu District,10543589,22640907822
Rajasthan,2022,2,Pali District,8668074,17160215081
Rajasthan,2022,2,Ganganagar District,11882025,22557602052
Rajasthan,2022,2,Churu District,8257600,18081738963
Rajasthan,2022,2,Jaipur District,314511010,4.97E+11
Rajasthan,2022,2,Baran District,3685832,7229260132
Rajasthan,2022,2,Bhilwara District,20131391,38273076738
Rajasthan,2022,2,Banswara District,2337103,4900005810
Rajasthan,2022,2,Dungarpur District,1899171,3638952979
Rajasthan,2022,2,Tonk District,8150133,13811523632
Rajasthan,2022,2,Jodhpur District,31463295,61614349060
Rajasthan,2022,2,Karauli District,5012114,9206349484
Rajasthan,2022,2,Udaipur District,15896129,24912652508
Rajasthan,2022,2,Dausa District,12578789,19527845596
Rajasthan,2022,2,Nagaur District,14631304,33408260595
Rajasthan,2022,2,Bharatpur District,8637412,16444974526
Rajasthan,2022,2,Barmer District,13273476,29634982538
Rajasthan,2022,2,Ajmer District,20900496,40715583331
Rajasthan,2022,2,Chittorgarh District,8396831,16148783710
Rajasthan,2022,2,Hanumangarh District,7429430,16401668345
Rajasthan,2022,2,Pratapgarh District,1885590,4033817039
Rajasthan,2022,2,Sawai Madhopur District,7873045,12262315404
Rajasthan,2022,2,Jalore District,5321185,14025921250
Rajasthan,2022,2,Bikaner District,13694139,26087476960
Rajasthan,2022,2,Sikar District,19932783,40102076742
Rajasthan,2022,2,Dholpur District,3298278,6894675131
Rajasthan,2022,2,Sirohi District,4023871,7194139294
Rajasthan,2022,2,Rajsamand District,5301424,10184357987
Rajasthan,2022,2,Jaisalmer District,5269349,9862231669
Rajasthan,2022,2,Bundi District,4673601,8088389075
Rajasthan,2022,2,Jhalawar District,5465987,10395227508
Rajasthan,2022,2,Alwar District,31488094,50746151173
Rajasthan,2022,2,Kota District,22930803,36055197912
Rajasthan,2022,2,Jhunjhunu District,12270386,25741220480
Rajasthan,2022,3,Pali District,9383118,16882438860
Rajasthan,2022,3,Ganganagar District,12803386,22240341716
Rajasthan,2022,3,Churu District,8783655,17976361125
Rajasthan,2022,3,Jaipur District,377469909,5.65E+11
Rajasthan,2022,3,Baran District,4125706,6742397008
Rajasthan,2022,3,Bhilwara District,22210445,37982785217
Rajasthan,2022,3,Banswara District,2551714,4868669664
Rajasthan,2022,3,Dungarpur District,1877661,3540885656
Rajasthan,2022,3,Tonk District,9710550,14504363315
Rajasthan,2022,3,Jodhpur District,44177624,78522559027
Rajasthan,2022,3,Karauli District,5485874,8907060018
Rajasthan,2022,3,Udaipur District,17437737,26920987877
Rajasthan,2022,3,Dausa District,12485930,17906746198
Rajasthan,2022,3,Nagaur District,17110682,34696357961
Rajasthan,2022,3,Bharatpur District,8864216,15557212791
Rajasthan,2022,3,Barmer District,13922134,27600044726
Rajasthan,2022,3,Ajmer District,28082495,49547976214
Rajasthan,2022,3,Chittorgarh District,8973197,15910570305
Rajasthan,2022,3,Hanumangarh District,8622983,16877518968
Rajasthan,2022,3,Pratapgarh District,2199404,3978539087
Rajasthan,2022,3,Sawai Madhopur District,8296430,11364739097
Rajasthan,2022,3,Jalore District,5150635,12265545246
Rajasthan,2022,3,Bikaner District,15580963,27371553576
Rajasthan,2022,3,Sikar District,21334188,40269671901
Rajasthan,2022,3,Dholpur District,3455237,6522103060
Rajasthan,2022,3,Sirohi District,4160902,7173102737
Rajasthan,2022,3,Rajsamand District,5484975,10019131487
Rajasthan,2022,3,Jaisalmer District,5783678,9725918866
Rajasthan,2022,3,Bundi District,5110230,7814818176
Rajasthan,2022,3,Jhalawar District,5868488,9351119284
Rajasthan,2022,3,Alwar District,35823235,53614596972
Rajasthan,2022,3,Kota District,22439613,32238127933
Rajasthan,2022,3,Jhunjhunu District,12774366,24776793677
Rajasthan,2022,4,Pali District,10687142,19884419970
Rajasthan,2022,4,Ganganagar District,14030401,25826856913
Rajasthan,2022,4,Churu District,9452402,20708697990
Rajasthan,2022,4,Jaipur District,404922774,6.35E+11
Rajasthan,2022,4,Baran District,5031278,8386783739
Rajasthan,2022,4,Bhilwara District,27720484,47886590519
Rajasthan,2022,4,Banswara District,3121397,5651556910
Rajasthan,2022,4,Dungarpur District,2237173,4156369821
Rajasthan,2022,4,Tonk District,10011229,15727892324
Rajasthan,2022,4,Jodhpur District,65465040,1.16E+11
Rajasthan,2022,4,Karauli District,6393789,10633788953
Rajasthan,2022,4,Udaipur District,26954261,41938245497
Rajasthan,2022,4,Dausa District,14234349,21761198700
Rajasthan,2022,4,Nagaur District,20286836,43215070664
Rajasthan,2022,4,Bharatpur District,11015440,19248137811
Rajasthan,2022,4,Barmer District,15852440,31377555273
Rajasthan,2022,4,Ajmer District,27641155,51933913055
Rajasthan,2022,4,Chittorgarh District,9828534,18083165087
Rajasthan,2022,4,Hanumangarh District,9449022,19615022393
Rajasthan,2022,4,Pratapgarh District,2356939,4292007343
Rajasthan,2022,4,Sawai Madhopur District,8855496,13187564165
Rajasthan,2022,4,Jalore District,6459635,15044710483
Rajasthan,2022,4,Bikaner District,16072144,30210151812
Rajasthan,2022,4,Sikar District,23710055,48095846112
Rajasthan,2022,4,Dholpur District,4127164,7920407019
Rajasthan,2022,4,Sirohi District,4625219,8190561974
Rajasthan,2022,4,Rajsamand District,6151542,11284318473
Rajasthan,2022,4,Jaisalmer District,6820292,12276117814
Rajasthan,2022,4,Bundi District,5866314,9265489223
Rajasthan,2022,4,Jhalawar District,6716599,11281766015
Rajasthan,2022,4,Alwar District,38922404,61077684974
Rajasthan,2022,4,Kota District,26571402,37841298987
Rajasthan,2022,4,Jhunjhunu District,13984497,29279732154
Sikkim,2018,1,South District,11355,16098282.75
Sikkim,2018,1,West District,4845,7468491.334
Sikkim,2018,1,East District,24432,35907388.05
Sikkim,2018,1,North District,3446,5176776.803
Sikkim,2018,2,South District,16740,27651617.53
Sikkim,2018,2,West District,10671,19368446.48
Sikkim,2018,2,East District,40432,83823658.19
Sikkim,2018,2,North District,6735,12849363.32
Sikkim,2018,3,South District,24662,40036375.96
Sikkim,2018,3,West District,14121,33797876.57
Sikkim,2018,3,East District,59571,133322127
Sikkim,2018,3,North District,10146,27923847.4
Sikkim,2018,4,South District,34495,60113689.05
Sikkim,2018,4,West District,19567,51859359.65
Sikkim,2018,4,East District,84485,216960325.4
Sikkim,2018,4,North District,15986,54207984.03
Sikkim,2019,1,South District,47506,76869333.72
Sikkim,2019,1,West District,21489,46329216.02
Sikkim,2019,1,East District,155482,291845618
Sikkim,2019,1,North District,15810,42949466.66
Sikkim,2019,2,South District,45712,82937894.82
Sikkim,2019,2,West District,26024,63325567.84
Sikkim,2019,2,East District,297652,538259507.8
Sikkim,2019,2,North District,18856,54371272.97
Sikkim,2019,3,South District,61142,106415589.3
Sikkim,2019,3,West District,33550,66514136.58
Sikkim,2019,3,East District,429201,643298304.7
Sikkim,2019,3,North District,28543,68488417.92
Sikkim,2019,4,South District,73099,121803196.1
Sikkim,2019,4,West District,43955,92445262.77
Sikkim,2019,4,East District,616761,877636921.2
Sikkim,2019,4,North District,33255,84624221.59
Sikkim,2020,1,South District,82456,138401236.4
Sikkim,2020,1,West District,49913,100981561.5
Sikkim,2020,1,East District,360279,729478141.6
Sikkim,2020,1,North District,35470,84615332.46
Sikkim,2020,2,South District,95669,152837659.2
Sikkim,2020,2,West District,69860,121265798.7
Sikkim,2020,2,East District,304581,653853477.5
Sikkim,2020,2,North District,47621,126661852.9
Sikkim,2020,3,South District,104888,202497013.7
Sikkim,2020,3,West District,79994,165556236.4
Sikkim,2020,3,East District,353881,869648385.4
Sikkim,2020,3,North District,57672,163225093.1
Sikkim,2020,4,South District,130339,292804584.2
Sikkim,2020,4,West District,95163,245657098.1
Sikkim,2020,4,East District,428732,1129627876
Sikkim,2020,4,North District,80801,251186246.6
Sikkim,2021,1,South District,127233,310128541.2
Sikkim,2021,1,West District,88532,254432217.5
Sikkim,2021,1,East District,516158,1432658383
Sikkim,2021,1,North District,68266,220448585
Sikkim,2021,2,South District,157530,344012187.2
Sikkim,2021,2,West District,102322,248942844.2
Sikkim,2021,2,East District,635504,1575867391
Sikkim,2021,2,North District,81358,256077157.4
Sikkim,2021,3,South District,188063,416609481.7
Sikkim,2021,3,West District,116665,312940476.2
Sikkim,2021,3,East District,757493,1937906269
Sikkim,2021,3,North District,98373,321880637
Sikkim,2021,4,South District,238464,546711693.5
Sikkim,2021,4,West District,146397,436365769.1
Sikkim,2021,4,East District,1071092,2791933180
Sikkim,2021,4,North District,128392,421772618.6
Sikkim,2022,1,South District,281076,619438912.4
Sikkim,2022,1,West District,165446,468296204.3
Sikkim,2022,1,East District,1173942,2887894589
Sikkim,2022,1,North District,123838,391801570.5
Sikkim,2022,2,South District,391808,756330708.2
Sikkim,2022,2,West District,215921,578171483.9
Sikkim,2022,2,East District,1540255,3736097006
Sikkim,2022,2,North District,174097,540506472.7
Sikkim,2022,3,South District,406488,760409362.3
Sikkim,2022,3,West District,204845,503543689.9
Sikkim,2022,3,East District,1604446,3375012613
Sikkim,2022,3,North District,180979,523914878.6
Sikkim,2022,4,South District,410951,731151545.3
Sikkim,2022,4,West District,222875,569473212.2
Sikkim,2022,4,East District,2227237,4615052808
Sikkim,2022,4,North District,197276,542707823.8
Tamilnadu,2018,1,Tiruchirappalli District,149186,262528157.2
Tamilnadu,2018,1,Ramanathapuram District,24581,45696810.24
Tamilnadu,2018,1,Krishnagiri District,153618,253907426.2
Tamilnadu,2018,1,Cuddalore District,89956,139521484.6
Tamilnadu,2018,1,Kancheepuram District,308279,538409899
Tamilnadu,2018,1,Tiruppur District,239740,423271979.7
Tamilnadu,2018,1,Dharmapuri District,63975,104176495.5
Tamilnadu,2018,1,Thoothukkudi District,37172,55782894.98
Tamilnadu,2018,1,Thanjavur District,88574,145796314.2
Tamilnadu,2018,1,Madurai District,129858,232151304.3
Tamilnadu,2018,1,Tiruvannamalai District,72372,91216191.6
Tamilnadu,2018,1,Salem District,219916,375963971.7
Tamilnadu,2018,1,Nagapattinam District,25394,46160213.43
Tamilnadu,2018,1,Tirupathur District,38799,56805034.73
Tamilnadu,2018,1,Ariyalur District,16068,28339477.99
